@relation 'Relase 4 integrated-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R4'

@attribute 'Filters result' {PASSED,FAILED}
@attribute 'Gross profit (IS)' numeric
@attribute 'Gross loss (IS)' numeric
@attribute 'numberof profits (IS)' numeric
@attribute 'numberof trades (IS)' numeric
@attribute '\% Profitable Months (IS)' numeric
@attribute '# of profits (IS)' numeric
@attribute '# of trades (IS)' numeric
@attribute '# of losses (IS)' numeric
@attribute 'Worst Year Profit (IS)' numeric
@attribute 'Annual \% Return (IS)' numeric
@attribute 'CAGR (IS)' numeric
@attribute 'CalmarRatio (IS)' numeric
@attribute 'Avg. \% Profit Per Year (IS)' numeric
@attribute 'AvgProfit Per Year (IS)' numeric
@attribute 'Standard Deviation of Profit Per Year (IS)' numeric
@attribute 'Varianceof Profit Per Year (IS)' numeric
@attribute 'Net profit (IS)' numeric
@attribute 'Net profit in pips (IS)' numeric
@attribute 'Avg. Yearly Profit In Pips (IS)' numeric
@attribute 'Standard Deviation of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Profit Per Year (IS)' numeric
@attribute 'Count Of Losing Years (IS)' numeric
@attribute 'Coefficient of Variation' numeric

@data
FAILED,6411.6,2218.5,23,34,63.64,23,34,11,-162.9,5.24,4.47,0.76,5.24,524.13,478.59,229052.81,4193.1,465.9,58.24,53.18,2827.81,229052.81,1,0.913118
FAILED,6602.4,2346.3,22,35,54.55,22,35,13,-142.2,5.32,4.53,0.92,5.32,532,487.91,238054.22,4256.1,472.9,59.11,54.21,2938.94,238054.22,2,0.917104
FAILED,4005.9,1303.2,19,35,45.45,19,35,16,-91.8,3.38,3.04,0.71,3.38,337.75,409.29,167520.55,2702.7,300.3,37.54,45.48,2068.15,167520.55,3,1.211508
FAILED,6989.4,2534.4,24,35,63.64,24,35,11,-297.9,5.57,4.71,0.86,5.57,556.88,519.48,269855.1,4455,495,61.88,57.72,3331.54,269855.1,1,0.932773
FAILED,6495.3,2268.9,25,35,63.64,25,35,10,-297.9,5.28,4.5,0.82,5.28,528.25,480.91,231272.42,4226.4,469.6,58.7,53.43,2855.21,231272.42,1,0.910221
FAILED,6580.8,2218.5,23,34,63.64,23,34,11,-162.9,5.45,4.63,0.8,5.45,545.25,517.86,268184,4362.3,484.7,60.59,57.54,3310.91,268184,1,0.949662
FAILED,7009.2,2644.2,25,38,63.64,25,38,13,-297.9,5.46,4.63,0.83,5.46,545.63,524.62,275226.61,4365,485,60.62,58.29,3397.86,275226.61,1,0.961564
FAILED,6594.3,2268.9,24,34,63.64,24,34,10,-297.9,5.41,4.6,0.84,5.41,540.63,496.57,246578.13,4325.4,480.6,60.08,55.17,3044.17,246578.13,1,0.918276
FAILED,6595.2,2346.3,21,34,54.55,21,34,13,-142.2,5.31,4.53,0.92,5.31,531,486.54,236721.98,4248.9,472.1,59.01,54.06,2922.49,236721.98,2,0.916116
FAILED,6786,2346.3,27,40,54.55,27,40,13,-142.2,5.55,4.7,0.94,5.55,554.88,498.58,248579.68,4439.7,493.3,61.66,55.4,3068.88,248579.68,2,0.898476
PASSED,3738.6,1231.2,26,34,54.55,26,34,8,-155.7,3.13,2.84,0.91,3.13,313.38,394.25,155432.88,2507.4,278.6,34.83,43.81,1918.92,155432.88,2,1.257824
FAILED,6958.8,2463.3,23,37,54.55,23,37,14,-142.2,5.62,4.75,0.96,5.62,561.88,540.05,291654.86,4495.5,499.5,62.44,60.01,3600.68,291654.86,2,0.961083
FAILED,10008,16080.3,15,34,33.33,15,34,19,-2213.1,-7.59,-11.03,-0.15,-7.59,-759,1232.23,1518387.37,-6072.3,-674.7,-84.34,136.91,18745.52,1518387.37,5,-1.62331
FAILED,8325.9,3031.2,25,36,54.55,25,36,11,-503.1,6.62,5.46,0.83,6.62,661.75,600.63,360758.2,5294.7,588.3,73.54,66.74,4453.8,360758.2,2,0.907533
FAILED,8218.8,2898,25,35,54.55,25,35,10,-503.1,6.65,5.48,0.95,6.65,665,601.92,362303.89,5320.8,591.2,73.9,66.88,4472.89,362303.89,2,0.905007
FAILED,8274.6,2898,24,34,54.55,24,34,10,-503.1,6.72,5.53,0.96,6.72,672,609.46,371445.51,5376.6,597.4,74.67,67.72,4585.75,371445.51,2,0.906924
FAILED,5457.6,2079,22,33,54.55,22,33,11,-275.4,4.22,3.71,0.85,4.22,422.25,406.48,165227.2,3378.6,375.4,46.92,45.16,2039.84,165227.2,2,0.962489
FAILED,8414.1,3235.5,21,34,63.64,21,34,13,-73.8,6.47,5.35,0.75,6.47,647.25,559.45,312981.54,5178.6,575.4,71.93,62.16,3863.97,312981.54,1,0.864174
FAILED,7749.9,2992.5,23,36,63.64,23,36,13,-460.8,5.95,4.98,0.82,5.95,594.63,602.65,363186.15,4757.4,528.6,66.07,66.96,4483.78,363186.15,1,1.013471
FAILED,7821.9,2982.6,22,34,63.64,22,34,12,-460.8,6.05,5.06,0.84,6.05,604.88,614.33,377400.38,4839.3,537.7,67.21,68.26,4659.26,377400.38,1,1.015623
PASSED,6292.8,2790,24,37,54.55,24,37,13,-170.1,4.38,3.83,0.79,4.38,437.75,428.97,184016.22,3502.8,389.2,48.65,47.66,2271.81,184016.22,2,0.979651
FAILED,7516.8,3023.1,23,34,63.64,23,34,11,-407.7,5.62,4.75,0.79,5.62,561.63,526.35,277040.75,4493.7,499.3,62.41,58.48,3420.26,277040.75,1,0.937029
FAILED,7748.1,2982.6,22,34,63.64,22,34,12,-460.8,5.96,4.99,0.83,5.96,595.63,606.85,368267.62,4765.5,529.5,66.19,67.43,4546.51,368267.62,1,1.018734
FAILED,8145.9,3031.2,25,36,54.55,25,36,11,-503.1,6.39,5.3,0.8,6.39,639.25,580.76,337283.39,5114.7,568.3,71.04,64.53,4163.99,337283.39,2,0.908361
PASSED,6445.8,2729.7,22,34,54.55,22,34,12,-170.1,4.65,4.03,0.84,4.64,464.5,442.08,195434.87,3716.1,412.9,51.61,49.12,2412.78,195434.87,2,0.951754
FAILED,7700.4,2982.6,24,36,63.64,24,36,12,-460.8,5.9,4.95,0.82,5.9,589.63,597.82,357384.93,4717.8,524.2,65.52,66.42,4412.16,357384.93,1,1.013736
FAILED,7249.5,2781,21,34,63.64,21,34,13,-340.2,5.59,4.73,0.76,5.59,558.5,507.78,257843.05,4468.5,496.5,62.06,56.42,3183.25,257843.05,1,0.90912
PASSED,6576.3,2729.7,21,33,54.55,21,33,12,-170.1,4.81,4.15,0.87,4.81,480.75,449.83,202344.24,3846.6,427.4,53.42,49.98,2498.08,202344.24,2,0.935605
FAILED,8353.8,3235.5,22,35,63.64,22,35,13,-73.8,6.4,5.3,0.74,6.4,639.75,550.45,302989.91,5118.3,568.7,71.09,61.16,3740.62,302989.91,1,0.860318
PASSED,6540.3,2862.9,22,35,54.55,22,35,13,-170.1,4.6,3.99,0.83,4.6,459.63,448.28,200957.11,3677.4,408.6,51.07,49.81,2480.95,200957.11,2,0.975328
FAILED,8272.8,2898,24,34,54.55,24,34,10,-503.1,6.72,5.52,0.96,6.72,671.75,609.21,371139.98,5374.8,597.2,74.65,67.69,4581.98,371139.98,2,0.906765
FAILED,5429.7,2079,22,33,54.55,22,33,11,-275.4,4.19,3.68,0.84,4.19,418.75,404.51,163631.54,3350.7,372.3,46.54,44.95,2020.14,163631.54,2,0.965836
PASSED,6580.8,2729.7,22,34,54.55,22,34,12,-170.1,4.81,4.16,0.88,4.81,481.38,450.17,202648.93,3851.1,427.9,53.49,50.02,2501.84,202648.93,2,0.935128
FAILED,7435.8,3023.1,23,34,63.64,23,34,11,-407.7,5.52,4.68,0.78,5.52,551.5,517.86,268174.29,4412.7,490.3,61.29,57.54,3310.79,268174.29,1,0.938815
FAILED,7122.6,3023.1,26,37,63.64,26,37,11,-407.7,5.12,4.39,0.71,5.13,512.38,498.91,248908.74,4099.5,455.5,56.94,55.43,3072.95,248908.74,1,0.973481
FAILED,8407.8,3235.5,21,34,63.64,21,34,13,-73.8,6.47,5.35,0.75,6.47,646.5,558.48,311900.41,5172.3,574.7,71.84,62.05,3850.62,311900.41,1,0.863725
FAILED,8343,2898,25,35,54.55,25,35,10,-503.1,6.81,5.58,0.98,6.81,680.63,619.34,383580.51,5445,605,75.62,68.82,4735.56,383580.51,2,0.910077
PASSED,23923.8,13014,20,33,75,20,33,13,-1789.2,13.64,9.66,0.24,13.64,1363.63,2119.2,4491001.57,10909.8,1212.2,151.53,235.47,55444.47,4491001.57,2,1.55395
PASSED,5787.9,2467.8,19,34,54.55,19,34,15,-207,4.15,3.65,0.72,4.15,415,456.42,208321.36,3320.1,368.9,46.11,50.71,2571.87,208321.36,2,1.099761
PASSED,5767.2,2467.8,19,34,54.55,19,34,15,-207,4.12,3.63,0.72,4.12,412.38,453.92,206040.06,3299.4,366.6,45.83,50.44,2543.7,206040.06,2,1.100589
PASSED,17258.4,13234.5,19,34,58.33,19,34,15,-2494.8,5.03,4.32,0.12,5.03,502.88,2175.86,4734375.19,4023.9,447.1,55.89,241.76,58449.08,4734375.19,5,4.32564
FAILED,5735.7,1923.3,20,34,54.55,20,34,13,-355.5,4.77,4.12,1.08,4.76,476.5,530.64,281580.7,3812.4,423.6,52.95,58.96,3476.31,281580.7,2,1.113503
FAILED,6100.2,1923.3,22,36,54.55,22,36,13,-355.5,5.22,4.46,1.18,5.22,522,562.1,315952.95,4176.9,464.1,58.01,62.46,3900.65,315952.95,2,1.076711
FAILED,12252.6,15994.8,15,34,25,15,34,19,-3328.2,-4.68,-5.69,-0.08,-4.68,-467.75,1691.71,2861876.16,-3742.2,-415.8,-51.98,187.97,35331.8,2861876.16,5,-3.616199
FAILED,12200.4,6100.2,31,51,54.55,31,51,20,-753.3,7.63,6.13,0.77,7.63,762.5,812.59,660295.75,6100.2,677.8,84.73,90.29,8151.8,660295.75,2,1.06562
FAILED,11516.4,4117.5,23,36,54.55,23,36,13,-852.3,9.25,7.17,0.86,9.25,924.75,991.49,983047.98,7398.9,822.1,102.76,110.17,12136.39,983047.98,2,1.07211
FAILED,10188.9,4498.2,21,36,63.64,21,36,15,-448.2,7.11,5.79,0.72,7.11,711.25,614.88,378082.88,5690.7,632.3,79.04,68.32,4667.69,378082.88,1,0.864372
FAILED,10880.1,3874.5,22,35,54.55,22,35,13,-764.1,8.76,6.86,0.8,8.76,875.63,902.17,813905.03,7005.6,778.4,97.3,100.24,10048.21,813905.03,2,1.030216
FAILED,10256.4,3495.6,21,34,63.64,21,34,13,-666,8.45,6.67,0.95,8.45,845,737.84,544410.5,6760.8,751.2,93.9,81.98,6721.12,544410.5,1,0.873056
FAILED,10910.7,4089.6,22,36,54.55,22,36,14,-806.4,8.53,6.72,0.73,8.53,852.63,933.94,872242.02,6821.1,757.9,94.74,103.77,10768.42,872242.02,2,1.095313
FAILED,10103.4,4391.1,21,35,63.64,21,35,14,-448.2,7.14,5.81,0.72,7.14,714,616.82,380469.74,5712.3,634.7,79.34,68.54,4697.16,380469.74,1,0.863877
PASSED,9586.8,3736.8,22,35,63.64,22,35,13,-484.2,7.31,5.93,1.04,7.31,731.25,607.74,369353.11,5850,650,81.25,67.53,4559.92,369353.11,1,0.831138
FAILED,11566.8,4146.3,23,36,54.55,23,36,13,-753.3,9.28,7.18,0.91,9.27,927.5,939.2,882096.29,7420.5,824.5,103.06,104.36,10890.08,882096.29,2,1.012614
FAILED,10072.8,3786.3,22,35,63.64,22,35,13,-639.9,7.86,6.29,0.91,7.86,785.75,764.89,585056.43,6286.5,698.5,87.31,84.99,7222.92,585056.43,1,0.973428
FAILED,12800.7,5736.6,29,47,54.55,29,47,18,-852.3,8.83,6.91,0.82,8.83,883,959.76,921131.09,7064.1,784.9,98.11,106.64,11371.99,921131.09,2,1.086943
FAILED,10048.5,4602.6,30,47,63.64,30,47,17,-395.1,6.81,5.58,0.79,6.81,680.63,564.3,318432.06,5445.9,605.1,75.64,62.7,3931.26,318432.06,1,0.828926
FAILED,4511.7,2033.1,22,34,54.55,22,34,12,-224.1,3.1,2.81,0.77,3.1,309.75,381.97,145899.38,2478.6,275.4,34.42,42.44,1801.23,145899.38,2,1.233004
FAILED,9667.8,3600.9,22,37,63.64,22,37,15,-666,7.58,6.11,0.84,7.58,758.25,693.97,481596.43,6066.9,674.1,84.26,77.11,5945.63,481596.43,1,0.915144
FAILED,9962.1,3312,21,34,63.64,21,34,13,-598.5,8.31,6.58,1.03,8.31,831.25,651.53,424491.01,6650.1,738.9,92.36,72.39,5240.63,424491.01,1,0.783781
FAILED,11158.2,4691.7,26,41,63.64,26,41,15,-639.9,8.08,6.43,0.93,8.08,808.25,806.51,650465.32,6466.5,718.5,89.81,89.61,8030.44,650465.32,1,0.997773
FAILED,11538,4207.5,23,37,54.55,23,37,14,-753.3,9.16,7.12,0.91,9.16,916.25,941.02,885526.13,7330.5,814.5,101.81,104.56,10932.42,885526.13,2,1.027011
PASSED,9552.6,4070.7,23,38,63.64,23,38,15,-576,6.85,5.62,0.9,6.85,685.13,590.3,348452.48,5481.9,609.1,76.14,65.59,4301.88,348452.48,1,0.861439
FAILED,11034.9,5294.7,32,49,63.64,32,49,17,-552.6,7.18,5.83,0.87,7.18,717.5,648.91,421089.79,5740.2,637.8,79.72,72.1,5198.64,421089.79,1,0.904415
PASSED,9281.7,3845.7,20,35,54.55,20,35,15,-663.3,6.8,5.58,0.78,6.8,679.5,745.52,555804.75,5436,604,75.5,82.84,6861.79,555804.75,2,1.097219
FAILED,10926,3981.6,22,36,54.55,22,36,14,-764.1,8.68,6.81,0.79,8.68,868,904.46,818046.35,6944.4,771.6,96.45,100.5,10099.34,818046.35,2,1.041991
FAILED,10413.9,4322.7,24,36,63.64,24,36,12,-475.2,7.61,6.13,0.76,7.61,761.38,561.89,315724.63,6091.2,676.8,84.6,62.43,3897.84,315724.63,1,0.737943
FAILED,10187.1,3897,22,35,63.64,22,35,13,-494.1,7.86,6.29,0.97,7.86,786.25,652.08,425206.45,6290.1,698.9,87.36,72.45,5249.46,425206.45,1,0.829327
FAILED,12409.2,5083.2,27,44,54.55,27,44,17,-806.4,9.16,7.11,0.77,9.16,915.75,1039.45,1080451.52,7326,814,101.75,115.49,13338.91,1080451.52,2,1.135037
FAILED,11413.8,3681.9,24,36,63.64,24,36,12,-810,9.66,7.42,0.95,9.66,966.38,943.47,890129.55,7731.9,859.1,107.39,104.83,10989.25,890129.55,1,0.976162
PASSED,5905.8,2106.9,24,36,72.73,24,36,12,55.8,4.75,4.11,0.88,4.75,474.75,343.01,117657.97,3798.9,422.1,52.76,38.11,1452.57,117657.97,0,0.722328
FAILED,10207.8,3976.2,24,39,63.64,24,39,15,-552.6,7.79,6.24,0.9,7.79,778.88,646.27,417660.91,6231.6,692.4,86.55,71.81,5156.31,417660.91,1,0.829694
PASSED,9356.4,3648.6,23,37,63.64,23,37,14,-385.2,7.13,5.81,0.98,7.14,713.38,565.22,319473.09,5707.8,634.2,79.27,62.8,3944.11,319473.09,1,0.792229
FAILED,10536.3,4987.8,24,41,63.64,24,41,16,-742.5,6.94,5.67,0.75,6.94,693.5,703.82,495360.56,5548.5,616.5,77.06,78.2,6115.56,495360.56,1,1.014794
FAILED,11347.2,3742.2,22,35,63.64,22,35,13,-711,9.51,7.33,0.98,9.51,950.63,881.32,776733.27,7605,845,105.62,97.92,9589.3,776733.27,1,0.927097
PASSED,9416.7,3709.8,21,36,63.64,21,36,15,-385.2,7.13,5.81,0.97,7.13,713.25,558.12,311493,5706.9,634.1,79.26,62.01,3845.59,311493,1,0.782362
FAILED,11686.5,4395.6,26,40,63.64,26,40,14,-666,9.11,7.08,1,9.11,911.25,866.46,750754.17,7290.9,810.1,101.26,96.27,9268.57,750754.17,1,0.950721
FAILED,4581.9,2033.1,22,34,54.55,22,34,12,-224.1,3.19,2.88,0.79,3.19,318.5,398.18,158549.21,2548.8,283.2,35.4,44.24,1957.4,158549.21,2,1.249718
PASSED,9326.7,3709.8,21,36,63.64,21,36,15,-385.2,7.02,5.73,0.96,7.02,702,547.72,299998.6,5616.9,624.1,78.01,60.86,3703.69,299998.6,1,0.780156
PASSED,9293.4,4286.7,29,46,63.64,29,46,17,-484.2,6.26,5.2,0.84,6.26,625.75,526.16,276845.84,5006.7,556.3,69.54,58.46,3417.85,276845.84,1,0.840667
PASSED,5892.3,2045.7,23,34,72.73,23,34,11,55.8,4.81,4.15,0.89,4.81,480.75,354.6,125741.11,3846.6,427.4,53.43,39.4,1552.36,125741.11,0,0.737413
FAILED,10552.5,4835.7,25,40,63.64,25,40,14,-742.5,7.15,5.81,0.76,7.15,714.5,747.35,558533.49,5716.8,635.2,79.4,83.04,6895.48,558533.49,1,1.045844
FAILED,10132.2,5188.5,31,47,63.64,31,47,16,-576,6.18,5.15,0.76,6.18,617.88,600.87,361042.71,4943.7,549.3,68.66,66.76,4457.32,361042.71,1,0.972327
FAILED,10278,3484.8,23,38,63.64,23,38,15,-685.8,8.49,6.69,0.87,8.49,849.13,889.48,791177.83,6793.2,754.8,94.35,98.83,9767.63,791177.83,1,1.047483
FAILED,11447.1,5373.9,26,45,63.64,26,45,19,-639.9,7.59,6.11,0.88,7.59,759.13,725.79,526773.58,6073.2,674.8,84.35,80.64,6503.38,526773.58,1,0.956017
FAILED,10390.5,3955.5,24,38,63.64,24,38,14,-494.1,8.04,6.41,1,8.04,804.38,679.16,461254.44,6435,715,89.37,75.46,5694.5,461254.44,1,0.844355
FAILED,11265.3,3681.9,23,35,63.64,23,35,12,-810,9.48,7.31,0.93,9.48,947.88,943.86,890866.7,7583.4,842.6,105.32,104.87,10998.35,890866.7,1,0.995727
FAILED,9519.3,4070.7,23,38,63.64,23,38,15,-576,6.81,5.59,0.9,6.81,681,601.49,361791.12,5448.6,605.4,75.67,66.83,4466.56,361791.12,1,0.883177
FAILED,9692.1,4392.9,26,44,63.64,26,44,18,-484.2,6.62,5.46,0.79,6.62,662.38,556.75,309973.03,5299.2,588.8,73.6,61.86,3826.83,309973.03,1,0.840489
PASSED,9202.5,3845.7,20,35,54.55,20,35,15,-663.3,6.7,5.51,0.76,6.7,669.5,743.87,553336.69,5356.8,595.2,74.4,82.65,6831.32,553336.69,2,1.110887
FAILED,11439,4130.1,23,37,54.55,23,37,14,-852.3,9.14,7.1,0.84,9.14,913.5,992.84,985728.58,7308.9,812.1,101.51,110.32,12169.49,985728.58,2,1.086789
PASSED,9680.4,3736.8,24,37,63.64,24,37,13,-484.2,7.43,6,1.06,7.43,742.88,620.52,385042.01,5943.6,660.4,82.55,68.95,4753.61,385042.01,1,0.835251
PASSED,9119.7,3749.4,22,36,63.64,22,36,14,-484.2,6.71,5.52,0.94,6.71,671.25,554.31,307258.2,5370.3,596.7,74.59,61.59,3793.31,307258.2,1,0.825714
PASSED,6783.3,2505.6,22,34,72.73,22,34,12,81.9,5.35,4.55,0.78,5.35,534.63,396.22,156988.02,4277.7,475.3,59.41,44.02,1938.12,156988.02,0,0.740953
FAILED,9919.8,4050,21,36,63.64,21,36,15,-719.1,7.34,5.94,0.79,7.34,733.63,714.33,510262.08,5869.8,652.2,81.53,79.37,6299.53,510262.08,1,0.973507
FAILED,10079.1,3488.4,20,36,63.64,20,36,16,-499.5,8.24,6.53,1.09,8.24,823.75,623.66,388954.91,6590.7,732.3,91.54,69.3,4801.91,388954.91,1,0.757046
FAILED,13194.9,5318.1,27,45,54.55,27,45,18,-852.3,9.85,7.53,0.9,9.85,984.5,1103.25,1217170.84,7876.8,875.2,109.4,122.58,15026.8,1217170.84,2,1.120475
FAILED,10029.6,4169.7,26,43,63.64,26,43,17,-385.2,7.32,5.93,0.98,7.32,732.38,579.38,335678.28,5859.9,651.1,81.39,64.38,4144.18,335678.28,1,0.791006
FAILED,11049.3,3694.5,24,37,63.64,24,37,13,-810,9.19,7.13,0.89,9.19,919.25,952.1,906502,7354.8,817.2,102.15,105.79,11191.38,906502,1,1.035634
FAILED,11198.7,5018.4,31,49,63.64,31,49,18,-765,7.73,6.2,0.74,7.72,772.5,775.98,602147.71,6180.3,686.7,85.84,86.22,7433.92,602147.71,1,1.004427
FAILED,10288.8,3378.6,24,38,63.64,24,38,14,-499.5,8.64,6.79,1.14,8.64,863.75,682.95,466423.87,6910.2,767.8,95.98,75.88,5758.32,466423.87,1,0.790581
FAILED,12312,5631.3,31,49,63.64,31,49,18,-711,8.35,6.6,0.85,8.35,835,788.2,621254.11,6680.7,742.3,92.79,87.58,7669.8,621254.11,1,0.943852
PASSED,6702.3,2403,22,34,63.64,22,34,12,-176.4,5.37,4.57,0.77,5.37,537.38,456.2,208117.64,4299.3,477.7,59.71,50.69,2569.35,208117.64,1,0.848937
FAILED,12182.4,5738.4,26,44,54.55,26,44,18,-787.5,8.06,6.41,0.72,8.06,805.5,924.82,855293.78,6444,716,89.5,102.76,10559.18,855293.78,2,1.148156
FAILED,10379.7,3924.9,23,36,63.64,23,36,13,-395.1,8.07,6.42,0.96,8.07,806.75,635.85,404307.87,6454.8,717.2,89.65,70.65,4991.45,404307.87,1,0.788065
FAILED,11503.8,4485.6,25,41,63.64,25,41,16,-586.8,8.77,6.87,0.97,8.77,877.25,813.61,661967.4,7018.2,779.8,97.48,90.4,8172.44,661967.4,1,0.92737
FAILED,10104.3,3942.9,20,34,63.64,20,34,14,-719.1,7.7,6.18,0.84,7.7,770.13,713.4,508935.31,6161.4,684.6,85.57,79.27,6283.15,508935.31,1,0.926376
FAILED,11044.8,4793.4,26,41,63.64,26,41,15,-639.9,7.81,6.26,0.87,7.81,781.38,876.56,768364.93,6251.4,694.6,86.83,97.4,9485.99,768364.93,1,1.121732
PASSED,5549.4,2108.7,22,37,63.64,22,37,15,-43.2,4.3,3.77,0.73,4.3,430,327.19,107054.36,3440.7,382.3,47.79,36.35,1321.66,107054.36,1,0.760619
FAILED,12653.1,5918.4,35,54,63.64,35,54,19,-711,8.42,6.65,0.85,8.42,841.75,838.21,702590.36,6734.7,748.3,93.54,93.13,8673.95,702590.36,1,0.995617
FAILED,10050.3,3378.6,20,34,63.64,20,34,14,-499.5,8.34,6.6,1.11,8.34,833.88,623.18,388354.71,6671.7,741.3,92.66,69.24,4794.5,388354.71,1,0.747248
FAILED,10449.9,4380.3,23,36,63.64,23,36,13,-574.2,7.59,6.11,0.85,7.59,758.63,587.96,345699.9,6069.6,674.4,84.3,65.33,4267.9,345699.9,1,0.77497
FAILED,9949.5,3426.3,23,37,63.64,23,37,14,-685.8,8.15,6.48,0.84,8.15,815.38,812.87,660762.77,6523.2,724.8,90.6,90.32,8157.57,660762.77,1,0.996909
FAILED,10071.9,3847.5,21,35,63.64,21,35,14,-552.6,7.78,6.24,1.05,7.78,778,612.92,375675.17,6224.4,691.6,86.45,68.1,4637.97,375675.17,1,0.787739
FAILED,9919.8,3847.5,20,34,63.64,20,34,14,-552.6,7.59,6.11,1.03,7.59,759,608.34,370077.65,6072.3,674.7,84.34,67.59,4568.86,370077.65,1,0.801399
FAILED,12949.2,5668.2,29,46,54.55,29,46,17,-764.1,9.1,7.08,0.73,9.1,910.13,991.92,983907.36,7281,809,101.12,110.21,12147,983907.36,2,1.089893
FAILED,11036.7,4710.6,26,44,63.64,26,44,18,-666,7.91,6.32,0.9,7.91,790.75,696.27,484793.9,6326.1,702.9,87.86,77.36,5985.11,484793.9,1,0.880492
PASSED,5863.5,2106.9,24,36,72.73,24,36,12,55.8,4.7,4.07,0.87,4.7,469.5,354.12,125399.3,3756.6,417.4,52.18,39.35,1548.14,125399.3,0,0.75412
FAILED,9133.2,3897,20,34,63.64,20,34,14,-576,6.55,5.4,0.88,6.55,654.5,572.23,327450.36,5236.2,581.8,72.72,63.58,4042.6,327450.36,1,0.874312
PASSED,9112.5,3845.7,20,35,54.55,20,35,15,-663.3,6.58,5.43,0.75,6.58,658.25,743.1,552197.63,5266.8,585.2,73.15,82.57,6817.26,552197.63,2,1.128776
FAILED,9099.9,4126.5,22,36,63.64,22,36,14,-609.3,6.22,5.18,0.72,6.22,621.63,590.1,348215.11,4973.4,552.6,69.07,65.57,4298.95,348215.11,1,0.949327
FAILED,11001.6,4825.8,28,45,63.64,28,45,17,-765,7.72,6.2,0.81,7.72,771.88,745.27,555432.55,6175.8,686.2,85.77,82.81,6857.19,555432.55,1,0.965489
FAILED,9897.3,3909.6,23,37,63.64,23,37,14,-494.1,7.48,6.04,0.92,7.49,748.38,627.34,393553.28,5987.7,665.3,83.16,69.7,4858.68,393553.28,1,0.838143
FAILED,10012.5,3994.2,23,40,63.64,23,40,17,-552.6,7.52,6.07,0.91,7.52,752.25,597.04,356455.77,6018.3,668.7,83.59,66.34,4400.69,356455.77,1,0.793636
FAILED,13077.9,5620.5,28,46,54.55,28,46,18,-852.3,9.32,7.21,0.87,9.32,932.13,1051.81,1106312.54,7457.4,828.6,103.57,116.87,13658.18,1106312.54,2,1.128416
PASSED,9074.7,3749.4,22,36,63.64,22,36,14,-484.2,6.66,5.48,0.93,6.66,665.63,551.38,304015.67,5325.3,591.7,73.96,61.26,3753.28,304015.67,1,0.828286
FAILED,10259.1,3370.5,24,38,63.64,24,38,14,-598.5,8.61,6.77,1.06,8.61,861,713.19,508643.51,6888.6,765.4,95.67,79.24,6279.55,508643.51,1,0.828264
FAILED,9010.8,3897,22,36,63.64,22,36,14,-576,6.39,5.3,0.85,6.39,639.13,636.54,405187.27,5113.8,568.2,71.02,70.73,5002.31,405187.27,1,0.995917
FAILED,12288.6,5143.5,29,47,63.64,29,47,18,-711,8.93,6.97,0.93,8.93,893.13,862.49,743894.28,7145.1,793.9,99.24,95.83,9183.88,743894.28,1,0.965639
PASSED,5903.1,2078.1,22,36,63.64,22,36,14,-43.2,4.78,4.13,0.82,4.78,478.13,351.69,123687.76,3825,425,53.13,39.08,1527.01,123687.76,1,0.735554
FAILED,10768.5,4815.9,28,45,63.64,28,45,17,-475.2,7.44,6.01,0.75,7.44,744,551.33,303968.86,5952.6,661.4,82.68,61.26,3752.7,303968.86,1,0.740929
FAILED,10796.4,4110.3,23,38,54.55,23,38,15,-764.1,8.36,6.61,0.75,8.36,835.75,941.96,887296.08,6686.1,742.9,92.86,104.66,10954.27,887296.08,2,1.127073
PASSED,6785.1,2518.2,23,36,72.73,23,36,13,81.9,5.33,4.54,0.78,5.33,533.25,413.74,171181.55,4266.9,474.1,59.26,45.97,2113.35,171181.55,0,0.775734
FAILED,10404,3520.8,24,39,63.64,24,39,15,-598.5,8.6,6.77,1.07,8.6,860.38,681.98,465103.41,6883.2,764.8,95.6,75.78,5742.02,465103.41,1,0.792678
FAILED,10015.2,3924.9,24,37,63.64,24,37,13,-395.1,7.61,6.13,0.9,7.61,761.25,588.57,346414.42,6090.3,676.7,84.59,65.4,4276.72,346414.42,1,0.773141
FAILED,8978.4,4270.5,22,39,63.64,22,39,17,-576,5.88,4.94,0.81,5.89,588.38,529.5,280365.61,4707.9,523.1,65.39,58.83,3461.3,280365.61,1,0.899679
FAILED,9879.3,3521.7,23,36,63.64,23,36,13,-765,7.95,6.34,0.83,7.95,794.63,769.63,592335.59,6357.6,706.4,88.3,85.51,7312.78,592335.59,1,0.968403
FAILED,11427.3,4943.7,28,46,63.64,28,46,18,-685.8,8.1,6.45,0.87,8.1,810.38,777.41,604366.72,6483.6,720.4,90.05,86.38,7461.32,604366.72,1,0.959245
FAILED,12946.5,6386.4,36,54,54.55,36,54,18,-852.3,8.2,6.51,0.76,8.2,820,991.7,983458.98,6560.1,728.9,91.11,110.19,12141.47,983458.98,2,1.209417
